analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,parameter_name,pvalue
12548y5r5qv986x,MGI:2677271,Slc24a5,C57BL,Early adult,MGP_IMM_116_001,Plasma cells - % of CD45+,0.4321807
125fpme813mwhqa,MGI:1924265,Mpped2,C57BL,Early adult,IMPC_CSD_030_001,Tremor,0.7384785
12636ev59flstba,MGI:2444631,Bltp1,C57BL,E12.5,IMPC_CBC_002_001,Potassium,0.5482114
126j0y02l24zq9a,MGI:104708,Cct3,C57BL,E9.5,IMPC_ECG_003_001,CV,0.457016
126vsfnl608ddna,MGI:1916987,Ttl,C57BL,E15.5,KMPCLA_GRS_010_001,Forelimb grip strength normalised against body weight,0.1967715
127024nfe13990m,MGI:1918066,Rpusd2,C57BL,Early adult,CCP_XRY_005_001,Teeth,0.1544156
1275j40md6nx0bm,MGI:2385213,Pdik1l,C57BL,Early adult,MGP_MLN_014_001,Resting CD8+ T cells - % of CD8+,0.5062928
127akqpj670o3px,MGI:1350930,Srp9,C57BL,Early adult,IMPC_CBC_001_001,Sodium,0.9478496
12802vs428176da,MGI:1919051,Plekhf2,C57BL,Early adult,IMPC_OFD_016_001,Center permanence time,0.680873
1281i71r87v145a,MGI:1923073,Fam227b,C57BL,Early adult,CCP_XRY_004_001,Mandibles,0.2782802
12859d7p1y8v7tx,MGI:2135283,Igsf9,C57BL,Early adult,IMPC_GEP_017_001,Facial Morphology,0.1304617
128ob98j383opta,MGI:1349164,Sdc4,C57BL,Early adult,CCP_XRY_062_001,Polysyndactylism,0.1388028
12au980j5fa0v7m,MGI:1095412,Unc5c,C57BL,Early adult,IMPC_IMM_032_002,Effector CD8+ T cells - % of live leukocytes (Panel A),0.4846429
12b87j13k2947ra,MGI:1201673,Shox2,C57BL,E9.5,IMPC_EYE_068_001,Left total retinal thickness,0.4947482
12bj79z2d3xb8bx,MGI:2385213,PDIK1L,C57BL,Middle aged adult,IMPC_XRY_063_001,Cervical processes,0.807811
12cf043z6685z4m,MGI:1918142,Ttll7,C57BL,Early adult,MGP_PBI_009_001,CD4+ CD44+ CD62L- alpha beta effector T cell percentage,0.4436921
12fw4q3mf6bdwtx,MGI:1921735,Lrrc71,C57BL,Early adult,IMPC_GEO_015_001,Head shape,0.9931864
12gq3w1g5q2r8ta,MGI:1917770,Glipr2,C57BL,Early adult,M-G-P_026_001_003,Coat intact,0.694687
12hc2tb4195b9fx,MGI:2676312,Abca12,C57BL,Early adult,IMPC_CBC_001_001,Sodium,0.9077374
12j57w739216ldm,MGI:1098604,Rragd,C57BL,Early adult,IMPC_EYE_003_001,Eye Hemorrhage or Blood Presence,0.2958813
12jmucso440rc0x,MGI:97565,Pgm1,C57BL,E9.5,IMPC_GEM_070_001,Midbrain morphology,0.3350869
12k9w3p3l86pr6a,MGI:2385213,Pdik1l,C57BL,Middle aged adult,JAX_LDT_008_001,Percent time in dark,0.8784945
12m85segc1g43ra,MGI:1914542,Pigc,C57BL,Early adult,IMPC_CSD_014_001,Coat - hair texture / appearance - back,0.3304473
12nynhlw1cx0gua,MGI:107674,Cd1d1,C57BL,Early adult,IMPC_CBC_004_001,Urea (Blood Urea Nitrogen - BUN),0.8919275
12o2sei088i1jhm,MGI:107191,Bmpr1b,C57BL,Early adult,IMPC_GRS_010_001,Forelimb grip strength normalised against body weight,0.9348993
12q7646z4m3554m,MGI:1350930,Srp9,C57BL,E9.5,IMPC_OFD_012_001,Periphery permanence time,0.3794327
12qx9d97mrm4p2m,MGI:98397,Src,C57BL,Early adult,IMPC_EYE_065_001,Right posterior chamber depth,0.5102281
12s6optx07k7fnx,MGI:97565,Pgm1,C57BL,Early adult,MGP_IMM_019_001,CD5+ gd T cells - % of gd T cells,0.8822697
12u254853p038pa,MGI:1350930,Srp9,C57BL,E12.5,IMPC_IPG_010_001,Fasted blood glucose concentration,0.9363435
12y5v1987g73h5m,MGI:3045320,Mgat4f,C57BL,Early adult,JAX_LDT_003_001,Time mobile light side,0.836332
130952n7y7ypzqx,MGI:1859866,Cdc20,C57BL,E12.5,ESLIM_011_001_002,PP1 startle magnitude,0.629944
13154izy94xh9um,MGI:1922423,Tex38,C57BL,Early adult,CCP_XRY_004_001,Mandibles,0.6217416
133l9u2pd44vd6a,MGI:2140361,Slc35d1,C57BL,Early adult,IMPC_ECG_004_001,RR,0.2991767
1368xwp051oye4m,MGI:1914210,Mindy3,C57BL,Early adult,MGP_IMM_052_001,Plasma cells - % of B2 cells,0.1361533
136eh5b707p675a,MGI:99218,Cdh4,C57BL,Early adult,IMPC_FEA_003_001,Conditioning Baseline % Freezing Time,0.9228694
138p39u8r94v6cx,MGI:2676312,Abca12,C57BL,E18.5,IMPC_HEM_003_001,Hemoglobin,0.06271728
138rj4iy24qe07m,MGI:2158201,Acot8,C57BL,Early adult,IMPC_CBC_005_001,Creatinine,0.8301091
13b447wl386tg5m,MGI:106925,Cldn11,C57BL,Late adult,IMPC_EYE_003_001,Eye Hemorrhage or Blood Presence,0.1020165
13b5cj605kjfh6m,MGI:101813,Coq3,C57BL,Early adult,IMPC_CSD_040_002,Forepaw - size,0.9022041
13d252vx8yt5ica,MGI:2443564,Ambra1,C57BL,E12.5,ESLIM_015_001_004,Sodium,0.3654595
13f8kg77lx5s3oa,MGI:2385213,Pdik1l,C57BL,Early adult,MGP_IMM_011_001,Resting Treg cells - % of Treg,0.2737627
13g5mub9r8yo4aa,MGI:2443805,Bnc2,C57BL,Early adult,IMPC_ACS_037_001,% Pre-pulse inhibition - Global,0.7995246
13h57708232ttcx,MGI:1921607,Efhd1,C57BL,Early adult,UCD_OWT_029_001,Body length,0.4222624
13i9rj7xg4j8msa,MGI:1926106,Fam163b,C57BL,Early adult,ESLIM_020_001_004,Visual abnormality,0.7228101
13m5wf0s8burcbm,MGI:2445096,DHTKD1,C57BL,Early adult,ESLIM_005_001_005,Bone Mineral Content,0.3400448
13m8c8iw0y861xa,MGI:106637,Slc30a2,C57BL,E9.5,IMPC_HWT_002_001,Tibia length,0.7146863
13nf15zni131nlm,MGI:2441837,Adgrb3,C57BL,Early adult,IMPC_OFD_012_001,Periphery permanence time,0.9263592
13tl7k5g9oe32im,MGI:2444631,Bltp1,C57BL,Early adult,IMPC_XRY_027_001,Joints,0.4797915
13v37962jpbn17x,MGI:102844,Mybpc3,C57BL,Early adult,ESLIM_021_001_005,HDL-cholesterol,0.8509901
13w499jn8y4144a,MGI:107363,Stxbp1,C57BL,E18.5,IMPC_CBC_006_001,Total protein,0.9280501
13w4y4r6043jnvm,MGI:1920199,Ccnt2,C57BL,Early adult,IMPC_CSD_036_001,Startle response,0.3107446
13wk27e16159uha,MGI:98386,Sptan1,C57BL,E9.5,IMPC_XRY_063_001,Cervical processes,0.157809
1400385gjo3896m,MGI:95777,Gnas,129SV,Early adult,IMPC_GEM_025_002,Pallor,0.9013863
141755a6f57y71a,MGI:107363,Stxbp1,C57BL,E9.5,MGP_IMM_130_001,CD11b-low cDC - % of CD45+,0.3320006
141aa2e9527u80m,MGI:3590554,Firrm,C57BL,Early adult,IMPC_CSD_014_001,Coat - hair texture / appearance - back,0.1085565
141g95x6l7eoo6m,MGI:2677271,Slc24a5,C57BL,Early adult,MGP_CSD_068_001,Vibrissae,0.8357568
141x9ow09467fha,MGI:103300,Rbl1,C57BL,Early adult,JAX_HBD_001_001,Total holepokes,0.3458721
1423fo2m3byf2mm,MGI:1914454,Eif2s2,C57BL,Early adult,MGP_IMM_007_001,Resting CD4+ T helper cells - % of CD4+ T helper cells,0.7854664
1439p40x2m56t9a,MGI:99218,Cdh4,C57BL,Early adult,CCP_XRY_062_001,Polysyndactylism,0.07968266
143j003r168k8qa,MGI:1926106,Fam163b,C57BL,Early adult,IMPC_CBC_008_001,Total bilirubin,0.8323955
1442yhr3hb883ox,MGI:2443100,Bend7,C57BL,Early adult,M-G-P_025_001_005,Potassium,0.4782589
145505s3gqfo2mx,MGI:1921263,Rftn2,C57BL,Early adult,IMPC_CSD_024_001,Vibrissae - appearance,0.8291832
1469162mol0rw5x,MGI:107191,Bmpr1b,C54BL,Early adult,MGP_IMM_128_001,Conventional DC (cDC) - % of CD45+,0.6237332
146mdtzmvoh3qyx,MGI:97565,Pgm1,C57BL,Early adult,IMPC_CBC_005_001,Creatinine,0.3785204
1478a8l7a04v92a,MGI:1917120,Polr3gl,C57BL,Early adult,ESLIM_005_001_701,BMC/Body weight,0.2580332
1482q99i7fd928x,MGI:3576049,Ugt1a2,C57BL,Early adult,MGP_MLN_078_001,Total gd T cells - % of CD45+,0.8597944
14888e490yq1etx,MGI:2444631,Bltp1,C57BL,E15.5,IMPC_XRY_006_001,Scapulae,0.06973749
1488w0t66c6p9qa,MGI:1916987,Ttl,C57BL,Early adult,MGP_IMM_083_001,Naive CD8+ T cells - % of CD45+,0.5940664
1495n015640jtim,MGI:1916330,Gmppa,C57BL,Early adult,UCDLA_EYE_083_001,Vitreous,0.2760842
14ax2m3132d872a,MGI:1860511,Heyl,C57BL,Early adult,IMPC_EYE_069_001,Left inner nuclear layer,0.9369347
14b2jc8mw22mr7x,MGI:2679420,Pak6,C57BL,Early adult,IMPC_CSD_030_001,Tremor,0.2270251
14bgze2s07u46ra,MGI:2444824,Sirpb1a,C57BL,Early adult,IMPC_GEP_005_002,Responsive to tactile stimuli,0.1970049
14f8885i8z4s84x,MGI:2140259,Zmynd12,C57BL,Early adult,MGP_IMM_013_001,Total CD8+ T cells - % of ab T cells,0.4212204
14g9wf1o3jfg6ma,MGI:2153070,Synpo2,C57BL,Early adult,IMPC_EYE_064_001,Right outer nuclear layer,0.1804909
14gxns7djs255mm,MGI:1927753,Inpp5e,C57BL,Early adult,JAX_OFD_009_001,Whole arena average speed,0.172445
14h11803k87z1ox,MGI:107674,Cd1d1,C57BL,Early adult,CCP_XRY_004_001,Mandibles,0.8322341
14jhjtdo621a4zx,MGI:97324,Nhlh2,C57BL,Early adult,IMPC_HEM_005_001,Mean cell volume,2.345439e-05
14n74i00a5k7d1m,MGI:97803,Ptma,C57BL,E9.5,IMPC_GRS_010_001,Forelimb grip strength normalised against body weight,0.6610879
14nz9t59c26643x,MGI:101813,Coq3,C57BL,Early adult,MGP_IMM_086_001,CD5+ gd T cells - % of CD45+,0.6814163
14pgwb72jhwis7x,MGI:1096385,Bcan,C57BL,Late adult,IMPC_CSD_029_001,Activity (body position),0.4886278
14thwu837m8k77x,MGI:1913721,Anp32e,C57BL,Early adult,ESLIM_011_001_005,PP4 startle magnitude,0.6170878
14xt23g1397j48a,MGI:87879,Aco1,C57BL,Early adult,MGP_IMM_076_001,Total Treg cells - % of CD45+,0.4129635
14yfq12a91aia7x,MGI:1098604,Rragd,C57BL,Early adult,ESLIM_005_001_701,BMC/Body weight,0.469748
1513943t394146x,MGI:1914199,Trim59,C57BL,Early adult,MGP_MLN_018_001,CD5+ gd T cells - % of gd T cells,0.6970273
151a3u9zcn1801m,MGI:2384297,Map7d1,C57BL,Early adult,IMPC_CSD_014_001,Coat - hair texture / appearance - back,0.9590291
151huy289qsnybm,MGI:107674,Cd1d1,C57BL,Early adult,IMPC_ECG_014_001,rMSSD,0.4406266
1525oi7506jxcba,MGI:1346086,Aplnr,C57BL,Early adult,MGP_CSD_008_001,Startle response,0.7135637
1526lye54qsjg3m,MGI:2681832,Cspp1,C57BL,Early adult,IMPC_CSD_041_002,Hindpaw - size,0.1994778
15345vip46jnvfx,MGI:1919369,Tpx2,C57BL,E9.5,MGP_IMM_126_001,Total DC - % of CD45+,0.6063027
1541h110j7j26ta,MGI:1924467,Rspo4,C57BL,Early adult,IMPC_XRY_033_001,Tibia length,0.3217672
1545zhg080lndem,MGI:2444508,Fitm2,C57BL,Early adult,IMPC_HEM_030_001,Neutrophil cell count,0.8390431
154ash06oo46f6a,MGI:2444391,Slc25a44,C57BL,Early adult,ESLIM_008_001_022,Vocalisation,0.1272455
155fwoz9k3d897m,MGI:1351315,Eloa,C57BL,E9.5,IMPC_DXA_008_001,Lean/Body weight,0.894999
155g3a49d985jha,MGI:1913746,Ppdpf,C57BL,Early adult,IMPC_CBC_020_001,Fructosamine,0.2060705
156j4z97t18747m,MGI:1353665,Usp21,C57BL,Early adult,ESLIM_013_001_004,Left retina pigmentation,0.8112209
159605yr3a22u3a,MGI:97850,Raly,C57BL,Early adult,CCP_XRY_061_001,Fusion of processes,0.0944305
159sz6wbw418eux,MGI:97565,Pgm1,C57BL,E12.5,IMPC_OFD_021_001,Number of rears - total,0.7926665
15b425xausi4r0x,MGI:1350930,Srp9,C57BL,E12.5,IMPC_EYE_023_001,Optic Disc,0.6145449
15f099d77o508vx,MGI:2444631,Bltp1,C57BL,Early adult,IMPC_GEO_064_001,Edema,0.2679445
15f5p80s81s27dm,MGI:2140259,Zmynd12,C57BL,Early adult,MGP_IMM_076_001,Total Treg cells - % of CD45+,0.9261569
15f7g8076vr423x,MGI:2676312,Abca12,C57BL,Early adult,IMPC_XRY_023_001,Ulna,0.8536833
15gy491fgl0u1gm,MGI:1919051,Plekhf2,C57BL,Early adult,CCP_XRY_062_001,Polysyndactylism,0.6351669
15ih5n3545w1l6x,MGI:3646006,Gm5148,C57BL,Early adult,JAX_PLC_004_001,Glucose,0.8150471
15j5pvrjk3io1xa,MGI:2384297,Map7d1,C57BL,E12.5,IMPC_CBC_015_001,Total cholesterol,0.638482
15joz3wm317e70x,MGI:1920484,Snorc,C57BL,Early adult,MGP_MLN_015_001,Naive CD8+ T cells - % of CD8+,0.461412
15k76g4ncki170x,MGI:1921735,Lrrc71,C57BL,Early adult,CCP_XRY_004_001,Mandibles,0.6898114
15l9rqe1um6399a,MGI:2151053,Serpinb7,C57BL,Early adult,MGP_CSD_027_001,Ventral coat/hair colour pattern,0.2768573
15m7l53x475g95m,MGI:1922423,Tex38,C57BL,Early adult,IMPC_GEO_017_002,Facial Cleft,0.3699605
15oq106nm93670m,MGI:1201673,Shox2,C57BL,Early adult,IMPC_FEA_003_001,Conditioning Baseline % Freezing Time,0.4432819
15oz83376t5176a,MGI:3650206,Gm12695,C57BL,Early adult,IMPC_EYE_092_002,Retina (combined),0.3427935
15pr6m8d9z2560a,MGI:1924232,Vxn,C57BL,Early adult,IMPC_HEM_031_001,Lymphocyte differential count,0.9835894
15r47p0lch4807m,MGI:1278321,Epc2,C57BL,Early adult,IMPC_CSD_041_002,Hindpaw - size,0.6412936
15r57j1pm17t73a,MGI:1918142,Ttll7,C57BL,Early adult,MGP_MLN_003_001,Total CD4+ T cells - % of ab T cells,0.3058855
15t542l9nk31x0x,MGI:2140050,Ints3,C57BL,E9.5,MGP_IMM_127_001,Plasmacytoid DC - % of CD45+,0.1525652
15xm1528khnbofx,MGI:1309469,Casq2,C57BL,Early adult,M-G-P_025_001_005,Potassium,0.208461
15y281o9310wuax,MGI:1353435,Fbxw2,C57BL,Early adult,IMPC_HEM_037_001,Basophil cell count,0.7186832
1603hrxt1j8zfox,MGI:1927753,Inpp5e,C57BL,E12.5,UCDLA_EYE_083_001,Vitreous,0.7017097
1610205l8fdo3xx,MGI:101784,Nes,C57BL,Early adult,IMPC_GEL_027_001,Neural tube closure,0.3789146
162223lb5ho87xa,MGI:107363,Stxbp1,C57BL,E9.5,ESLIM_015_001_004,Sodium,0.8488772
162o228v574it7m,MGI:2441837,Adgrb3,C57BL,Early adult,IMPC_XRY_006_001,Scapulae,0.5422067
16334f1sewg2tex,MGI:1915862,Ube2c,C57BL,E12.5,IMPC_CBC_018_001,Glucose,0.08509226
1637d20935cti1m,MGI:97565,Pgm1,C57BL,E12.5,IMPC_HWT_002_001,Tibia length,0.6464639
163se205qt11n8a,MGI:3045320,Mgat4f,C57BL,Early adult,M-G-P_026_001_010,Mouth morphology,0.4269704
1646c32k187c9ta,MGI:1915862,Ube2c,C57BL,E18.5,IMPC_IMM_040_002,Effector CD4+ NKT cells - % of live leukocytes (Panel A),0.7221093
1657m028773jgqm,MGI:1920199,Ccnt2,C57BL,E12.5,MGP_IMM_086_001,CD5+ gd T cells - % of CD45+,0.278994
165ar37z2i22nxx,MGI:105383,Il18r1,C57BL,Early adult,IMPC_FEA_003_001,Conditioning Baseline % Freezing Time,0.7556026
166960rwt5ozycm,MGI:2442704,Frrs1l,C57BL,Early adult,IMPC_GEM_068_001,Forebrain morphology,0.1651716
167o77o24fpghqx,MGI:101784,Nes,C57BL,Early adult,IMPC_EYE_003_001,Eye Hemorrhage or Blood Presence,0.5599266
16860f8331655nm,MGI:2138198,D630023F18Rik,C57BL,Early adult,IMPC_FEA_003_001,Conditioning Baseline % Freezing Time,0.09472511
1689t273133n87x,MGI:1916987,Ttl,C57BL,E15.5,IMPC_XRY_063_001,Cervical processes,0.8106443
168sfmqlhvuaq2m,MGI:101813,Coq3,C57BL,Early adult,IMPC_GEL_060_001,Neural tube morphology,0.8671597
169dywe1s7lqu4a,MGI:1916732,Nup35,C57BL,Early adult,IMPC_XRY_022_001,Radius,0.6881936
16b76un1a299rem,MGI:3650206,Gm12695,C57BL,Early adult,JAX_LDT_002_001,Light side time spent,0.06166193
16d4s582rg25bja,MGI:103300,Rbl1,C57BL,Early adult,IMPC_EYE_068_001,Left total retinal thickness,0.9166186
16eh3o193xfcd6x,MGI:1921607,Efhd1,C57BL,Early adult,IMPC_XRY_012_001,Pelvis,0.08023867
16fj3127x0r081x,MGI:104688,Col4a3,C57BL,Early adult,IMPC_HWT_002_001,Tibia length,0.5107003
16fr1b54bt091lx,MGI:2384297,Map7d1,C57BL,Early adult,ESLIM_005_001_005,Bone Mineral Content,0.9545154
16i64krz1r61bex,MGI:2444989,Spg11,C57BL,Early adult,UCDIP_CSD_014_001,Coat - hair texture / appearance - back,0.3051662
16j355m4v09q00m,MGI:1201673,Shox2,C57BL,E12.5,ESLIM_011_001_002,PP1 startle magnitude,0.1929522
16k2l2355mx6z3a,MGI:1921263,Rftn2,C57BL,Early adult,IMPC_CBC_002_001,Potassium,0.3899253
16lg06pc439l8am,MGI:1921722,Stpg3,C57BL,Early adult,IMPC_DXA_003_001,Lean mass,0.126475
16mshdhm7ijy88a,MGI:1920199,Ccnt2,C59BL,E12.5,IMPC_GEL_011_001,Embryo turning,0.09782392
16nvrw599x7j9jm,MGI:1309469,Casq2,C57BL,Early adult,IMPC_ACS_034_001,% Pre-pulse inhibition - PPI2,0.1476033
16p166x4661gr0m,MGI:1096385,Bcan,C57BL,Middle aged adult,MGP_CSD_027_001,Ventral coat/hair colour pattern,0.9785672
16p32949pw3z36a,MGI:2443100,Bend7,C57BL,Early adult,IMPC_GEM_007_001,Pericardium Morphology,0.8668437
16p3ce6rqfk34ra,MGI:1913420,Chchd5,C57BL,Early adult,UCDLA_CSD_012_001,Coat - hair distribution - head,0.2492477
16t0m9285i33fym,MGI:1922387,Rprd2,C57BL,Early adult,ESLIM_008_001_012,Tail elevation,0.8733125
16t1e0m4g605c2x,MGI:1927753,Inpp5e,C57BL,Early adult,IMPC_OFD_013_001,Periphery average speed,0.06923445
16v1l949el8i87a,MGI:1915862,Ube2c,C57BL,E18.5,IMPC_CSD_061_001,Skin color - tail,0.7169257
16v5uzlaxw67a5a,MGI:2442704,Frrs1l,C57BL,Early adult,IMPC_HEM_004_001,Hematocrit,0.1705775
16v87di2355z2qx,MGI:2444508,Fitm2,C57BL,E15.5,CCP_XRY_005_001,Teeth,0.9717753
16w624l5ta6783x,MGI:1918066,Rpusd2,C57BL,Early adult,IMPC_CBC_005_001,Creatinine,0.1879073
16wl2610hxp573x,MGI:97898,Ren1,C57BL,Early adult,MGP_IMM_116_001,Plasma cells - % of CD45+,0.9485641
171471550kxi64a,MGI:2685195,Zbtb34,C57BL,E9.5,IMPC_CBC_018_001,Glucose,0.2104304
1717m5924be7ylx,MGI:2444631,Bltp1,C57BL,Early adult,IMPC_EYE_070_001,Left outer nuclear layer,0.2329561
171x1914n1rt4qa,MGI:2444631,Bltp1,C57BL,E12.5,IMPC_XRY_021_001,Humerus,0.9211174
1722io7cx5g380m,MGI:1924486,Sccpdh,C57BL,Early adult,IMPC_IMM_032_002,Effector CD8+ T cells - % of live leukocytes (Panel A),0.6271366
1726120591zul3x,MGI:1346069,Cdh20,C57BL,Early adult,IMPC_CAL_017_001,Respiratory Exchange Ratio,0.2836197
172gh523zehzm7x,MGI:1920199,Ccnt2,C57BL,E12.5,IMPC_ACS_033_001,% Pre-pulse inhibition - PPI1,0.8259907
1731u228uob08la,MGI:1920484,Snorc,C57BL,Early adult,MGP_IMM_040_001,Ly6C+ mature NK cells - % of mature NK cells,0.3960981
174045y3a422szx,MGI:98397,Src,129SV,Early adult,ESLIM_020_001_002,Heart weight,0.2099187
174j8170d58ei7m,MGI:1914454,Eif2s2,C57BL,Early adult,IMPC_GEP_022_001,Embryo Size,0.8734209
175m31h7o2l51gx,MGI:1913692,Spc25,C57BL,Early adult,IMPC_OFD_020_001,Distance travelled - total,0.3186312
1766z8815lgdn7x,MGI:99218,Cdh4,C57BL,Early adult,IMPC_GEL_027_001,Neural tube closure,0.6381218
17696f42rje8lzx,MGI:2685869,Dpy19l4,C57BL,Early adult,IMPC_CSD_061_001,Skin color - tail,0.8917282
176n918uay91ilm,MGI:1201673,Shox2,C57BL,E9.5,IMPC_CSD_036_001,Startle response,0.5870352
1772rnnm0b5q10a,MGI:2444508,Fitm2,C57BL,E15.5,IMPC_EYE_087_001,Right vitreous humor thickness,0.3626204
1776g020d4o6h1m,MGI:1927241,Wdr12,C57BL,E9.5,ESLIM_011_001_004,PP3 startle magnitude,0.2522058
177nkhgsfo6yj8a,MGI:2685195,Zbtb34,C57BL,Early adult,IMPC_GEO_017_002,Facial Cleft,0.3106594
177r7x2dn4639um,MGI:104559,Rcn1,C57BL,Early adult,ESLIM_016_001_005,Mean cell volume,0.9958906
17812gr8xysgt4m,MGI:2448514,R3hdm1,C57BL,Early adult,HMGULA_DYS_016_001,Coat - hair texture / appearance - abdomen,0.2191541
17820c28rkbrk1m,MGI:1353665,Usp21,C57BL,Early adult,MGP_IMM_128_001,Conventional DC (cDC) - % of CD45+,0.831167
178gr4kl9447lba,MGI:1916413,Mrpl44,C57BL,Early adult,IMPC_CBC_013_001,Alanine aminotransferase,0.3739549
179at2ne7583k8a,MGI:1914454,Eif2s2,C57BL,E12.5,ESLIM_011_001_002,PP1 startle magnitude,0.8974038
17d44m64v5mvs1x,MGI:102519,Cst3,C57BL,E12.5,IMPC_ECG_010_001,HRV,0.6113617
17d750450r2391m,MGI:1353435,Fbxw2,C57BL,Early adult,IMPC_GEL_027_001,Neural tube closure,0.7120641
17ds6k681476k3a,MGI:1922776,Eppin,C57BL,Early adult,IMPC_GEM_019_001,Embryo Size,0.2638804
17m6j33xe27b78a,MGI:2443805,Bnc2,C57BL,Early adult,MGP_MLN_012_001,Total CD8+ T cells - % of ab T cells,0.49786
17n0x87345a9f1a,MGI:1918066,Rpusd2,C57BL,Early adult,IMPC_CSD_030_001,Tremor,0.3716816
17s6bb7imp3ydjm,MGI:106925,Cldn11,C57BL,Middle aged adult,IMPC_GEL_058_001,Heart morphology,0.6450764
17tf7v1225r4v4m,MGI:1860511,Heyl,C57BL,Early adult,IMPC_CBC_015_001,Total cholesterol,0.9705637
17tg38254oa1ptx,MGI:2676312,Abca12,C57BL,E18.5,IMPC_OFD_050_001,Percentage center movement time,0.4280825
17u3b5myuby6u1x,MGI:1921520,Usp20,C57BL,Early adult,IMPC_GEL_011_001,Embryo turning,0.7366299
17uhwu9jn30zmwa,MGI:107674,Cd1d1,C57BL,Early adult,IMPC_CBC_009_001,Calcium,0.7186722
17y7wd7n4c3z84a,MGI:1341898,Nmur1,C57BL,Early adult,IMPC_GEP_022_001,Embryo Size,0.2779479
17zd7l0rbqv679x,MGI:1309469,Casq2,C57BL,Early adult,IMPC_EYE_088_001,Left vitreous humour thickness,0.5741228
1812692miq964nm,MGI:1921722,Stpg3,C57BL,Early adult,IMPC_HEM_001_001,White blood cell count,0.4921107
182349d0n6tzk3m,MGI:2443564,Ambra1,C57BL,E15.5,MGP_IMM_080_001,Total CD8+ T cells - % of CD45+,0.6394653
182y941xrd4545a,MGI:1914210,Mindy3,C57BL,Early adult,IMPC_CBC_005_001,Creatinine,0.2961441
183g0lr07iun6ma,MGI:1913692,Spc25,C57BL,E9.5,MGP_CSD_008_001,Startle response,0.4217011
183oss62m0922fm,MGI:1337072,Ier5,C57BL,Late adult,IMPC_CBC_017_001,Triglycerides,0.1911637
183x0k5908gv2om,MGI:109424,Abca4,C57BL,Early adult,IMPC_IMM_028_002,Effector CD4+ T helper cells - % of live leukocytes (Panel A),0.6891206
1854348kel7lnox,MGI:2654325,Gba2,C57BL,Early adult,IMPC_XRY_057_001,Kyphosis,0.6106982
1854x3hab32vn2m,MGI:1922828,Fggy,C57BL,Early adult,IMPC_HEM_032_001,Lymphocyte cell count,0.6626164
18599591r37505x,MGI:1923676,Fam209,C57BL,Early adult,ESLIM_008_001_016,Trunk curl,0.7105137
185z089jb38wnkm,MGI:98960,Wnt6,C57BL,Early adult,JAX_HBD_001_001,Total holepokes,0.857259
1864ayc9yc4iy6a,MGI:2677271,Slc24a5,C57BL,Early adult,IMPC_CBC_014_001,Alkaline phosphatase,0.4841956
18652dflg44882m,MGI:1913692,Spc25,C57BL,E9.5,IMPC_GRS_010_001,Forelimb grip strength normalised against body weight,0.6514621
1865m904hg2b5aa,MGI:107363,Stxbp1,C57BL,E9.5,IMPC_XRY_021_001,Humerus,0.5506148
186kmotyk9978um,MGI:1916987,Ttl,C57BL,E12.5,IMPC_XRY_012_001,Pelvis,0.9446969
18705pj1yed4x1x,MGI:1919128,Fam83d,C57BL,Early adult,MGP_MLN_075_001,Resting CD8+ T cells - % of CD45+,0.4670005
187rhw3q03gu5km,MGI:1920199,Ccnt2,C57BL,Early adult,IMPC_CSD_030_001,Tremor,0.1750292
1883nv72x4k0cba,MGI:1924256,Ddrgk1,C57BL,Early adult,ESLIM_013_001_004,Left retina pigmentation,0.6329256
1886522d607ps0x,MGI:1917120,Polr3gl,C57BL,Early adult,IMPC_CSD_032_001,Locomotor activity,0.3585894
188y5739787unha,MGI:2443564,Ambra1,C57BL,E12.5,IMPC_CSD_036_001,Startle response,0.1098502
189177nf933erom,MGI:1914454,Eif2s2,C57BL,E12.5,MGP_MLN_075_001,Resting CD8+ T cells - % of CD45+,0.4135894
18957f93l762txa,MGI:1915862,Ube2c,C57BL,Early adult,KMPCLA_GRS_010_001,Forelimb grip strength normalised against body weight,0.2427265
1896l539880200m,MGI:97850,Raly,C57BL,Early adult,ESLIM_015_001_011,Iron,0.06790835
189g6uxo468hfpx,MGI:1927580,Bloc1s6,C57BL,Early adult,IMPC_HEM_004_001,Hematocrit,0.7216687
189w32iabn825lm,MGI:97850,Raly,C57BL,Early adult,IMPC_ECH_013_001,HR,0.907332
18b3047ufl9cr0x,MGI:2443564,Ambra1,C57BL,Early adult,UCD_OWT_029_001,Body length,0.9817191
18dj5d692nqgo7a,MGI:1916987,Ttl,C57BL,Early adult,CCP_XRY_003_001,Maxilla/Pre-maxilla,0.7939008
18h9ug6uko564nm,MGI:1353665,Usp21,C57BL,Early adult,MGP_CSD_008_001,Startle response,0.3972058
18kado1270v2uym,MGI:1913746,Ppdpf,C57BL,Early adult,ESLIM_015_001_002,Urea,0.9434201
18lh2q98w62k0nx,MGI:1919880,Hspa12b,C57BL,Early adult,IMPC_HEM_031_001,Lymphocyte differential count,0.2162341
18lu28g9hj25xom,MGI:2685195,Zbtb34,C57BL,Early adult,IMPC_IMM_028_002,Effector CD4+ T helper cells - % of live leukocytes (Panel A),0.9217623
18o7xnrqcgfi83a,MGI:2140259,Zmynd12,C57BL,Early adult,ESLIM_008_001_007,Transfer arousal,0.7136538
