"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name"
"8ai03l3y45l4b8x","MGI:1927241","Wdr12","C57BL","E9.5","ESLIM_011_001_005","0.3678637","PP4 startle magnitude"
"8b2e75i9xqbkoox","MGI:1915247","Ddx59","C57BL","E9.5","MGP_IMM_005_001","0.1103292","CD4+ T helper cells - % of CD4+"
"8b2pon1v8jv54tx","MGI:2444681","Hhat","C57BL","Early adult","IMPC_OFD_019_001","0.199137","Number of center entries"
"8b7oy48qj416d6x","MGI:1096385","Bcan","C57BL","Middle aged adult","MGP_IMM_007_001","0.823216","Resting CD4+ T helper cells - % of CD4+ T helper cells"
"8b89986fd2pti5x","MGI:1924817","Tram2","C57BL","Early adult","ESLIM_008_001_012","0.4923296","Tail elevation"
"8bl41abfurwfu8x","MGI:3650206","Gm12695","C57BL","Early adult","IMPC_CBC_004_001","0.4718805","Urea (Blood Urea Nitrogen - BUN)"
"8bze3v2tc3r7x6x","MGI:2685195","Zbtb34","C57BL","Early adult","MGP_MLN_079_001","0.6475297","CD5+ gd T cells - % of CD45+"
"8c1en7y1s486atx","MGI:1913420","Chchd5","C57BL","Early adult","M-G-P_005_001_003","0.4567178","Lean Mass"
"8c66581954c37kx","MGI:1924232","Vxn","C57BL","Early adult","MGP_PBI_015_001","0.883858","IgD+ mature B cell percentage"
"8c66vw56ui0960x","MGI:1913692","Spc25","C57BL","Early adult","IMPC_CBC_009_001","0.852854","Calcium"
"8cnu53uogdvb9mx","MGI:1917120","Polr3gl","C57BL","Early adult","MGP_IMM_073_001","0.7126357","Effector CD4+ T helper cells - % of CD45+"
"8cw8c2gje445uzx","MGI:2443564","Ambra1","C57BL","E15.5","IMPC_HEM_005_001","0.4263889","Mean cell volume"
"8cynbvnitqpy8tx","MGI:95975","Ifi44l","C57BL","Early adult","JAX_OFD_007_001","0.1428681","Whole arena resting time"
"8dk89nfwobd70sx","MGI:98386","Sptan1","C57BL","E9.5","IMPC_ABR_004_001","0.5266659","6kHz-evoked ABR Threshold"
"8dn3cn0u15ba9nx","MGI:1095412","Unc5c","C57BL","Late adult","MGP_MLN_012_001","0.5914744","Total CD8+ T cells - % of ab T cells"
"8drsu0lac5b7vvx","MGI:1096385","Bcan","C57BL","Early adult","MGP_IMM_005_001","0.1507869","CD4+ T helper cells - % of CD4+"
"8e56x981ke6v5nx","MGI:2443564","Ambra1","C57BL","Early adult","IMPC_CAL_017_001","0.08196322","Respiratory Exchange Ratio"
"8e85cuc5x70z84x","MGI:1337072","Ier5","C57BL","Early adult","IMPC_CSD_016_001","0.2244876","Coat - hair texture / appearance - abdomen"
"8ec15np833h071x","MGI:97803","Ptma","C57BL","Early adult","IMPC_CAL_017_001","0.108369","Respiratory Exchange Ratio"
"8eo580bj7e3x5ex","MGI:1889549","Txnip","C57BL","Early adult","KMPCLA_GRS_010_001","0.4043605","Forelimb grip strength normalised against body weight"
"8ey7hk048jg9zbx","MGI:1098604","Rragd","C57BL","Early adult","IMPC_HEM_031_001","0.6482312","Lymphocyte differential count"
"8ezyb20fyjb6e6x","MGI:1916428","Snx5","C57BL","Early adult","IMPC_GEL_027_001","0.6180455","Neural tube closure"
"8fg1q0n240dy62x","MGI:106925","Cldn11","C57BL","Middle aged adult","MGP_MLN_114_001","0.9513425","Total DC - % of CD45+"
"8gltv333tg1f3qx","MGI:1921722","Stpg3","C51BL","Early adult","ESLIM_011_001_004","0.7495092","PP3 startle magnitude"
"8gnd0x0c0x0bw4x","MGI:3650206","Gm12695","C57BL","Early adult","IMPC_CBC_001_001","0.6445459","Sodium"
"8h23pszjd97uixx","MGI:2441837","Adgrb3","C57BL","E18.5","UCDLA_CSD_012_001","0.4233753","Coat - hair distribution - head"
"8htj7hmxh61t40x","MGI:2138198","D630023F18Rik","C57BL","Early adult","IMPC_GEP_030_002","0.4974269","Edema"
"8io7jsp56fsfw1x","MGI:1201673","Shox2","C57BL","E12.5","IMPC_CSD_041_002","0.6339483","Hindpaw - size"
"8j58b409t5g6agx","MGI:2444391","Slc25a44","C57BL","Early adult","MGP_MLN_014_001","0.2465078","Resting CD8+ T cells - % of CD8+"
"8k0d0d914i8t79x","MGI:1349164","Sdc4","C57BL","Early adult","IMPC_ACS_034_001","0.6084001","% Pre-pulse inhibition - PPI2"
"8k87z848c39zw1x","MGI:98397","Src","C57BL","Early adult","UCDLA_HEM_002_001","0.7603543","Red blood cell count"
"8ki3hms845vb18x","MGI:1915599","Ndufs3","C57BL","Early adult","ESLIM_021_001_005","0.8569965","HDL-cholesterol"
"8l1v4o046vk8i5x","MGI:1915282","Emc4","C57BL","Early adult","IMPC_GEM_007_001","0.09079432","Pericardium Morphology"
"8l2wx269s1j54bx","MGI:2444989","Spg11","C57BL","Early adult","CCP_LDT_008_001","0.887577","Percent time in light"
"8l6qrp9syfgu8zx","MGI:1914199","Trim59","C57BL","Early adult","MGP_IMM_086_001","0.4997451","CD5+ gd T cells - % of CD45+"
"8l87bzi3mbq2ffx","MGI:1309469","Casq2","C57BL","Early adult","IMPC_OFD_010_001","0.7524726","Periphery distance travelled"
"8l9u643a0w5z6tx","MGI:1916413","Mrpl44","C57BL","E9.5","M-G-P_005_001_003","0.05552669","Lean Mass"
"8lh502p8rcj0z6x","MGI:1916022","Smpdl3b","C57BL","Early adult","IMPC_EYE_060_001","0.584296","Right corneal thickness"
"8lrmq6k8r463jgx","MGI:1096385","Bcan","C57BL","Late adult","MGP_IMM_076_001","0.09185996","Total Treg cells - % of CD45+"
"8ly1v6i3w82ctvx","MGI:98397","Src","129SV","Early adult","UCDIP_CSD_014_001","0.8913519","Coat - hair texture / appearance - back"
"8m2271j11yrm6wx","MGI:109424","Abca4","C57BL","Early adult","UCDLA_EYE_083_001","0.5467582","Vitreous"
"8m3h5w0rz35k25x","MGI:1918066","Rpusd2","C57BL","Early adult","MGP_IMM_044_001","0.8477964","Marginal zone B cells - % of B2 cells"
"8m74410zl02d11x","MGI:1916428","Snx5","129SV","Early adult","IMPC_EYE_024_001","0.4823593","Retinal Blood Vessels"
"8n7f8d7ub3oto1x","MGI:1926106","Fam163b","C57BL","Early adult","M-G-P_012_001_005","0.7152869","Body Weight"
"8nu12y8b76wxmox","MGI:1924256","Ddrgk1","C57BL","Early adult","IMPC_ABR_010_001","0.7728685","24kHz-evoked ABR Threshold"
"8o1krl06x6bh1px","MGI:1924265","Mpped2","C57BL","Early adult","MGP_MLN_018_001","0.228138","CD5+ gd T cells - % of gd T cells"
"8o42r480dpj32ax","MGI:2384297","Map7d1","C57BL","E9.5","IMPC_EYE_068_001","0.4189479","Left total retinal thickness"
"8o62435bwdjcc1x","MGI:107363","Stxbp1","C57BL","E18.5","IMPC_OFD_020_001","0.5467884","Distance travelled - total"
"8oe2h96oe53y49x","MGI:87867","Acadm","C57BL","Early adult","IMPC_CBC_020_001","0.4426024","Fructosamine"
"8of63036s7d1r7x","MGI:1913761","Chtop","C57BL","Early adult","IMPC_XRY_019_001","0.6668832","Fusion of vertebrae"
"8ovt2r1pqi7920x","MGI:1927753","Inpp5e","C57BL","E12.5","CCP_XRY_061_001","0.9650513","Fusion of processes"
"8pzhm77r5n53u3x","MGI:2679420","Pak6","C57BL","Early adult","IMPC_ACS_006_001","0.122417","Response amplitude - S"
"8q5kw8nv4uqz6qx","MGI:98386","Sptan1","C57BL","E15.5","IMPC_XRY_027_001","0.2689934","Joints"
"8q5x73m96sq571x","MGI:1913692","Spc25","C57BL","Early adult","IMPC_HEM_038_001","0.5637304","Basophil differential count"
"8r027guh5pnh38x","MGI:104899","Mob4","C57BL","E9.5","IMPC_GEO_017_002","0.2616486","Facial Cleft"
"8rw49s6ejif6m0x","MGI:102519","Cst3","C57BL","E15.5","UCD_OWT_005_001","0.3824426","Right kidney"
"8s2ptv7xr98z4tx","MGI:106637","Slc30a2","C57BL","E9.5","MGP_PBI_015_001","0.8814423","IgD+ mature B cell percentage"
"8sp2f2va6f6543x","MGI:106925","Cldn11","C57BL","Late adult","IMPC_OFD_012_001","0.151634","Periphery permanence time"
"8t460655v661mzx","MGI:1350930","Srp9","C57BL","E9.5","CCP_XRY_031_001","0.81856","Digit integrity"
"8t5ep332g9nfx1x","MGI:2150016","Spred1","C57BL","Early adult","IMPC_GEO_019_001","0.3355022","Embryo Size"
"8t6pq582z76ulpx","MGI:1353435","Fbxw2","C57BL","Early adult","ESLIM_015_001_011","0.3822004","Iron"
"8tnw7x3y088ivsx","MGI:1351315","Eloa","C57BL","Early adult","IMPC_CBC_017_001","0.9002009","Triglycerides"
"8ts5k1nv87n047x","MGI:108429","Lpar1","C57BL","E18.5","IMPC_GEP_022_001","0.6706689","Embryo Size"
"8tus7o9l615630x","MGI:2140712","Phf24","C57BL","Early adult","MGP_IMM_007_001","0.3415505","Resting CD4+ T helper cells - % of CD4+ T helper cells"
"8ty8a811q09g0cx","MGI:1924256","Ddrgk1","C57BL","Early adult","CCP_XRY_020_001","0.474704","Processes on vertebrae"
"8u3sdip101rx08x","MGI:95777","Gnas","129SV","Early adult","UCD_OWT_005_001","0.5606036","Right kidney"
"8v1m2wfz98o17rx","MGI:1096385","Bcan","C57BL","Late adult","KMPCLA_GRS_011_001","0.8179822","Forelimb and hindlimb grip strength normalised against body weight"
"8vqxo4iws961q3x","MGI:108429","Lpar1","C57BL","Early adult","IMPC_DXA_004_001","0.6534444","Bone Mineral Density (excluding skull)"
"8w1lllj1zb80i0x","MGI:1095412","Unc5c","C57BL","Late adult","IMPC_CSD_056_001","0.09870001","Skin color - whole body"
"8w76jr3iq21g98x","MGI:2443564","Ambra1","C51BL","E18.5","MGP_MLN_012_001","0.6576947","Total CD8+ T cells - % of ab T cells"
"8w999uyi55olf2x","MGI:101813","Coq3","C57BL","Early adult","ESLIM_011_001_004","0.7188846","PP3 startle magnitude"
"8wvfx6m3s1g4m8x","MGI:106925","Cldn11","C57BL","Middle aged adult","ESLIM_016_001_005","0.602884","Mean cell volume"
"8wwhmueddat4qfx","MGI:1917120","Polr3gl","C57BL","E18.5","IMPC_CBC_008_001","0.7836532","Total bilirubin"
"8xrsmgr280g322x","MGI:2442792","Cdh7","C57BL","Early adult","UCDLA_HEM_002_001","0.8924771","Red blood cell count"
"8xsm2dlddop681x","MGI:1919369","Tpx2","C57BL","Early adult","IMPC_DXA_007_001","0.9965935","BMC/Body weight"
"8y6mz8884e8209x","MGI:2684896","Maneal","C57BL","Early adult","M-G-P_005_001_003","0.7499392","Lean Mass"
"8yp0lv1fga4i39x","MGI:104559","Rcn1","C57BL","Early adult","M-G-P_005_001_003","0.4377241","Lean Mass"
"8z3202tiqoh8t5x","MGI:104559","Rcn1","C57BL","Early adult","IMPC_EYE_024_001","2.412284e-12","Retinal Blood Vessels"
"8z694mfjngvdfxx","MGI:2444631","Bltp1","C57BL","E12.5","IMPC_CSD_079_001","0.9498816","Aggression"
"8z7hrxe204goy9x","MGI:1351315","Eloa","C57BL","Early adult","IMPC_GEL_058_001","0.8645852","Heart morphology"
"8z95778qb6kdt3x","MGI:1891410","Pacsin3","C57BL","Early adult","IMPC_EYE_069_001","0.5847032","Left inner nuclear layer"
"904m7724x2f117x","MGI:1890510","Atp6v0b","C57BL","Early adult","IMPC_CSD_024_001","0.8860815","Vibrissae - appearance"
"906dnlk7z04hxex","MGI:101770","Bfsp1","C57BL","Early adult","CCP_XRY_018_001","0.1688505","Shape of vertebrae"
"9070386g80s946x","MGI:104516","Slc23a3","C57BL","Early adult","CCP_XRY_061_001","0.5410895","Fusion of processes"
"90784697doi842x","MGI:88015","Ampd1","C57BL","Early adult","IMPC_GRS_011_001","0.9561565","Forelimb and hindlimb grip strength normalised against body weight"
"9081782i6jfi79x","MGI:2444508","Fitm2","C57BL","Early adult","IMPC_GEO_043_002","0.819039","spina bifida"
"90hscg6k103v38x","MGI:3041190","Skint7","C57BL","Early adult","JAX_OFD_009_001","0.9993752","Whole arena average speed"
"90ooqrqj5g6m5ox","MGI:2443100","Bend7","C57BL","Early adult","IMPC_EYE_061_001","0.4578593","Right anterior chamber depth"
"90rt5puieg4z3vx","MGI:109424","Abca4","C57BL","Early adult","MGP_MLN_014_001","0.6390072","Resting CD8+ T cells - % of CD8+"
"91013515z4u3cjx","MGI:3649135","Gm7694","C57BL","Early adult","CCP_LDT_004_001","0.8342817","Dark side time spent"
"910n3q86mkts7qx","MGI:1096385","Bcan","C57BL","Early adult","IMPC_EYE_025_001","0.9304723","Retinal Blood Vessels Structure"
"911m53iqrj674cx","MGI:1913790","Fam107b","C57BL","Early adult","IMPC_CSD_013_001","0.1964963","Coat - hair distribution - abdomen"
"917cuu7d1dt75ox","MGI:97565","Pgm1","C57BL","Early adult","MGP_IMM_019_001","0.4351085","CD5+ gd T cells - % of gd T cells"
"91j0mm879jrfi8x","MGI:2441837","Adgrb3","C57BL","Early adult","MGP_PBI_009_001","0.8076022","CD4+ CD44+ CD62L- alpha beta effector T cell percentage"
"91vq5mez5acv60x","MGI:1913761","Chtop","C57BL","Early adult","IMPC_GEO_064_001","0.2834593","Edema"
"91x15j2nh5kpqhx","MGI:2685195","Zbtb34","C57BL","Early adult","ESLIM_020_001_004","0.7631593","Visual abnormality"
"920m0l7gs83ozzx","MGI:1918398","Mier1","129SV","Early adult","IMPC_OFD_013_001","0.7057418","Periphery average speed"
"9231t9ny62kp9ix","MGI:1891410","Pacsin3","C57BL","Early adult","IMPC_OWT_002_001","0.6511231","Spleen weight"
"9238n2t0e19lrxx","MGI:1915643","Mogat1","C57BL","Early adult","IMPC_EYE_017_001","0.4067856","Lens Opacity"
"923gjig8r2c2w8x","MGI:88525","Cryge","C57BL","Early adult","IMPC_XRY_012_001","0.3603387","Pelvis"
"923qighd8yp211x","MGI:3611450","Mettl21c","C57BL","Early adult","IMPC_CSD_028_001","0.5847554","Snout size"
"924mej8o66l243x","MGI:2385213","Pdik1l","C57BL","Early adult","JAX_OFD_016_001","0.5229863","Center permanence time"
"92589m13884kiax","MGI:1201673","Shox2","C57BL","E15.5","IMPC_IMM_040_002","0.2240968","Effector CD4+ NKT cells - % of live leukocytes (Panel A)"
"925g2p76b15le5x","MGI:1918398","Mier1","C57BL","Early adult","IMPC_OFD_010_001","0.8853173","Periphery distance travelled"
"928c1as127ld58x","MGI:1927753","Inpp5e","C57BL","E15.5","CCP_XRY_003_001","0.1953358","Maxilla/Pre-maxilla"
"92eh7maml99c34x","MGI:1915643","Mogat1","C57BL","Late adult","IMPC_FEA_015_001","0.6890573","Cue Baseline % Freezing Time"
"92vmh819yo9214x","MGI:104708","Cct3","C57BL","E9.5","IMPC_GPO_002_001","0.7296417","Placenta Morphology"
"92w343cqsw2989x","MGI:107363","Stxbp1","C57BL","Early adult","MGP_MLN_011_001","0.5355767","KLRG1+ Treg cells - % of Treg"
"92ys887j09m34tx","MGI:1332243","Ugcg","C57BL","Early adult","JAX_OFD_022_001","0.5593072","Percentage center time"
"937j9o9dt6c9erx","MGI:1913692","Spc25","C57BL","Early adult","IMPC_EYE_063_001","0.9222405","Right inner nuclear layer"
"9395r54u856y6xx","MGI:1915643","Mogat1","C57BL","Late adult","IMPC_EYE_069_001","0.4552561","Left inner nuclear layer"
"93c3x470e17tdmx","MGI:1201673","Shox2","C57BL","E12.5","JAX_SLW_013_001","0.8099897","Breath rate during sleep mean"
"93i3qq06sjzjvlx","MGI:3606212","Rbbp8nl","C57BL","Early adult","IMPC_CBC_008_001","0.7560325","Total bilirubin"
"93m82n7zyt7031x","MGI:3041190","Skint7","C57BL","Early adult","IMPC_GEO_064_001","0.3893479","Edema"
"93p90gm6a0sykcx","MGI:1916330","Gmppa","C57BL","Early adult","IMPC_XRY_022_001","0.6726841","Radius"
"93t62805wv58wpx","MGI:108429","Lpar1","C57BL","Early adult","ESLIM_011_001_002","0.8351958","PP1 startle magnitude"
"9402x30q262k17x","MGI:1913882","Dph6","C57BL","Early adult","IMPC_CSD_015_001","0.8636057","Coat - hair texture / appearance - head"
"9477l43l50xz84x","MGI:97565","Pgm1","C57BL","E12.5","MGP_IMM_124_001","0.4247581","Monocytes - % of CD45+"
"949as109cw7247x","MGI:1096385","Bcan","C57BL","Late adult","IMPC_CSD_025_001","0.08396139","Head size"
"949ze2x29akmunx","MGI:2444631","Bltp1","C57BL","E15.5","MGP_MLN_014_001","0.09730149","Resting CD8+ T cells - % of CD8+"
"94h8p47tp1jc4gx","MGI:1341907","Fjx1","C57BL","Early adult","MGP_PBI_005_001","0.7993364","Gamma delta T cell percentage"
"94w0r3v73u5ns9x","MGI:104559","Rcn1","C57BL","Early adult","UCD_OWT_029_001","0.5750197","Body length"
"94w93qr77wk56rx","MGI:2384297","Map7d1","C57BL","E9.5","JAX_LDT_005_001","0.370679","Time mobile dark side"
"950icd1r4s7338x","MGI:1096385","Bcan","C57BL","Early adult","IMPC_CSD_025_001","0.7781401","Head size"
"9515yk340x1l4qx","MGI:2443925","Thsd7b","C57BL","Early adult","JAX_OFD_013_001","0.9789591","Periphery average speed"
"954zs46nm671m9x","MGI:1913761","Chtop","C57BL","Early adult","IMPC_GRS_010_001","0.5297445","Forelimb grip strength normalised against body weight"
"955464cys199e7x","MGI:1924486","Sccpdh","C57BL","Early adult","HMGULA_DYS_014_001","0.1504647","Coat - hair texture / appearance - back"
"95f41c40d3uj21x","MGI:1353665","Usp21","C57BL","Early adult","IMPC_DXA_002_001","0.2311976","Fat mass"
"95jmo13niy75prx","MGI:1278321","Epc2","C57BL","Early adult","M-G-P_009_001_003","0.9481186","Body weight"
"95u94h54n5qm52x","MGI:1913692","Spc25","C57BL","Early adult","IMPC_CSD_036_001","0.1482276","Startle response"
"95xj44139xeoz5x","MGI:2139461","Tmem62","C57BL","Early adult","IMPC_IPG_011_001","0.9106512","Initial response to glucose challenge"
"96162eu25559fvx","MGI:2444631","Bltp1","C57BL","E15.5","MGP_CSD_068_001","0.08177526","Vibrissae"
"961or566r19p3xx","MGI:97565","Pgm1","C57BL","Early adult","M-G-P_009_001_003","0.1552282","Body weight"
"962995dnr194eex","MGI:104294","Tyro3","C57BL","Early adult","IMPC_EYE_027_001","0.9211212","Persistence of hyaloid vascular system"
"962i3005049wijx","MGI:1916987","Ttl","C57BL","E12.5","MGP_IMM_093_001","0.5714334","Resting CD4- NKT cells - % of CD45+"
"968a6umaj592d9x","MGI:2679420","Pak6","C57BL","Early adult","JAX_HBD_001_001","0.1159385","Total holepokes"
"968j5wm49s8tk6x","MGI:1917120","Polr3gl","C57BL","E18.5","IMPC_CSD_079_001","0.06932788","Aggression"
"9692en1vy1kez7x","MGI:108429","Lpar1","C57BL","E18.5","IMPC_XRY_023_001","0.5488635","Ulna"
"96g3zx6zsh2j99x","MGI:97565","Pgm1","C57BL","E12.5","IMPC_CSD_056_001","0.227232","Skin color - whole body"
"96h95727enh4n1x","MGI:103559","Sox18","C57BL","Early adult","IMPC_XRY_055_001","0.9100222","Shape of spine"
"96q0k9u0t32671x","MGI:1913790","Fam107b","129SV","Early adult","KMPCLA_GRS_011_001","0.9148611","Forelimb and hindlimb grip strength normalised against body weight"
"96stay0qr00ia8x","MGI:1916987","Ttl","C57BL","E15.5","IMPC_ACS_034_001","0.1447782","% Pre-pulse inhibition - PPI2"
"96szylw775beq2x","MGI:3588202","Garin4","C57BL","Early adult","JAX_SLW_013_001","0.2584893","Breath rate during sleep mean"
"96u4h59qveed4qx","MGI:102844","Mybpc3","C57BL","Early adult","IMPC_CBC_013_001","0.5573699","Alanine aminotransferase"
"9702ers8x0087tx","MGI:88015","AMPD1","C57BL","Early adult","IMPC_CBC_010_001","0.8394496","Phosphorus"
"970tyam6p85le5x","MGI:1913491","Tmem9","C57BL","Early adult","IMPC_EYE_087_001","0.5125579","Right vitreous humor thickness"
"9723p9t01gr7e1x","MGI:1924232","Vxn","C57BL","Early adult","MGP_IMM_108_001","0.2594569","Marginal zone B cells - % of CD45+"
"974173j4gv8dkyx","MGI:2445096","Dhtkd1","C57BL","Early adult","IMPC_XRY_055_001","0.05647276","Shape of spine"
"9773r07f00h988x","MGI:106925","Cldn11","C57BL","Middle aged adult","IMPC_HEM_029_001","0.1668886","Neutrophil differential count"
"97b60404wj66rnx","MGI:1341907","Fjx1","C57BL","Early adult","M-G-P_025_001_005","0.6508205","Potassium"
"97eqqkv506en7ox","MGI:1924256","Ddrgk1","C57BL","Early adult","IMPC_CBC_015_001","0.3109532","Total cholesterol"
"97hluf9wdb28lrx","MGI:2442792","Cdh7","C57BL","Early adult","ESLIM_011_001_005","0.5911634","PP4 startle magnitude"
"97my3i8u6v9x03x","MGI:105383","Il18r1","C57BL","Early adult","JAX_OFD_021_001","0.4321957","Number of rears - total"
"97zs8ps31qey7qx","MGI:2384297","Map7d1","C57BL","E18.5","JAX_OFD_021_001","0.6500008","Number of rears - total"
"980fjn3hex7dyjx","MGI:97803","Ptma","C57BL","E9.5","IMPC_CSD_015_001","0.6254704","Coat - hair texture / appearance - head"
"980ma4san96ewvx","MGI:1095412","Unc5c","C57BL","Early adult","IMPC_EYE_023_001","0.7520108","Optic Disc"
"9822s916a7zotnx","MGI:104688","Col4a3","C57BL","Early adult","ESLIM_005_001_004","0.4593774","Bone Mineral Density (excluding skull)"
"9833f4y5q0spp5x","MGI:104793","Runx1t1","C57BL","Early adult","HMGULA_DYS_014_001","0.1389114","Coat - hair texture / appearance - back"
"98542ef7o8k64hx","MGI:1914199","Trim59","C57BL","E12.5","IMPC_FEA_015_001","0.392834","Cue Baseline % Freezing Time"
"985h6v0ye8yzf4x","MGI:1927753","Inpp5e","C57BL","E12.5","IMPC_CSD_014_001","0.6076986","Coat - hair texture / appearance - back"
"98nx1l8w9maizpx","MGI:1917770","Glipr2","C57BL","Early adult","IMPC_HWT_002_001","0.9370051","Tibia length"
"98sii554pr1zxqx","MGI:2385213","Pdik1l","C57BL","Early adult","CCP_XRY_003_001","0.1448048","Maxilla/Pre-maxilla"
"99107ff288n428x","MGI:2443100","Bend7","C57BL","Early adult","IMPC_CSD_030_001","0.8143947","Tremor"
"991i35ej0r191bx","MGI:97898","Ren1","C57BL","Early adult","CCP_XRY_031_001","0.6501374","Digit integrity"
"992t16foh186vyx","MGI:95777","Gnas","129SV","Early adult","IMPC_HEM_001_001","0.6625174","White blood cell count"
"993e4803q2d768x","MGI:1914454","Eif2s2","C57BL","E9.5","IMPC_CSD_013_001","0.7233179","Coat - hair distribution - abdomen"
"998m544s9fqqkhx","MGI:2685195","Zbtb34","C57BL","E9.5","IMPC_GEL_027_001","0.8029529","Neural tube closure"
"99b4p612z0893yx","MGI:95975","Ifi44l","C57BL","Early adult","ESLIM_015_001_011","0.9770034","Iron"
"99c7ra75rhrv1fx","MGI:1924265","Mpped2","C57BL","Early adult","IMPC_OFD_019_001","0.4377398","Number of center entries"
"99d4if8gs28471x","MGI:1920199","Ccnt2","C57BL","E18.5","JAX_ROT_002_001","0.6851713","Average duration"
"99ee837h5uq485x","MGI:1922946","Prpf6","C57BL","Early adult","ESLIM_011_001_005","0.878374","PP4 startle magnitude"
"99fl05396n14h6x","MGI:1917120","Polr3gl","C57BL","E18.5","IMPC_ECH_013_001","0.8902158","HR"
"99g0kvqow7pd6mx","MGI:1341907","Fjx1","C57BL","Early adult","IMPC_GEM_007_001","0.6403218","Pericardium Morphology"
"99m38l709sh094x","MGI:1095412","Unc5c","C57BL","Late adult","IMPC_DXA_005_001","0.888072","Bone Mineral Content (excluding skull)"
"9a74qsp8h041y9x","MGI:1350930","Srp9","C57BL","E9.5","MGP_PBI_015_001","0.9007215","IgD+ mature B cell percentage"
"9b742432atb411x","MGI:102519","Cst3","C57BL","E12.5","MGP_MLN_012_001","0.7827156","Total CD8+ T cells - % of ab T cells"
"9bl701eo430717x","MGI:97803","Ptma","C57BL","E15.5","CCP_LDT_007_001","0.6579778","Percent time in dark"
"9bp6kvx5a60j3fx","MGI:1346069","Cdh20","C57BL","Early adult","IMPC_GRS_010_001","0.9130767","Forelimb grip strength normalised against body weight"
"9bsl09w9514f88x","MGI:3045320","Mgat4f","C57BL","Early adult","IMPC_IMM_040_002","0.6293315","Effector CD4+ NKT cells - % of live leukocytes (Panel A)"
"9bz0q2o1u73634x","MGI:1922387","Rprd2","C57BL","E9.5","ESLIM_015_001_011","0.1207976","Iron"
"9c3xbbtcl755ohx","MGI:1341898","Nmur1","C57BL","Early adult","IMPC_ACS_036_001","0.4041513","% Pre-pulse inhibition - PPI4"
"9cqd38hn770664x","MGI:2140592","Slc44a1","C57BL","Early adult","JAX_LDT_009_001","0.08683399","Percent time in light"
"9d6vg0t2k31227x","MGI:3590554","Firrm","C57BL","Early adult","CCP_XRY_001_001","0.8653424","Skull shape"
"9d7ir6k8g00y69x","MGI:2685869","Dpy19l4","C57BL","Early adult","IMPC_OFD_013_001","0.3109549","Periphery average speed"
"9dej3dz891351mx","MGI:1920484","Snorc","C57BL","Early adult","M-G-P_026_001_003","0.892085","Coat intact"
"9do402z15262g9x","MGI:1915282","Emc4","C57BL","Early adult","IMPC_IMM_032_002","0.7929338","Effector CD8+ T cells - % of live leukocytes (Panel A)"
"9drb2m40rvsc55x","MGI:1915862","Ube2c","C57BL","Early adult","UCD_OWT_004_001","0.8560176","Left kidney"
"9duhm01nb7kstjx","MGI:95777","Gnas","129SV","Early adult","IMPC_CBC_013_001","0.643827","Alanine aminotransferase"
"9e320l274a828kx","MGI:108429","Lpar1","C57BL","Early adult","ESLIM_008_001_007","0.719572","Transfer arousal"
"9e6qx110w78680x","MGI:1890510","Atp6v0b","C57BL","Early adult","MGP_IMM_083_001","0.8526298","Naive CD8+ T cells - % of CD45+"
"9e7jfc73f7z394x","MGI:1927580","Bloc1s6","C57BL","Early adult","IMPC_ACS_035_001","0.9749639","% Pre-pulse inhibition - PPI3"
"9enusvuc882qqax","MGI:3649135","Gm7694","C57BL","Early adult","IMPC_HEM_031_001","0.834656","Lymphocyte differential count"
"9f1x755x8e5q6ux","MGI:1278321","Epc2","C57BL","Early adult","IMPC_OFD_018_001","0.330508","Latency to center entry"
"9f44kbuw685r40x","MGI:1349164","Sdc4","C57BL","Early adult","IMPC_CBC_023_001","0.2903841","Alpha-amylase"
"9fs628xt1b0h5sx","MGI:104294","Tyro3","C57BL","Early adult","ESLIM_011_001_001","0.6052437","BN startle magnitude"
"9fw8g2fx43i9rpx","MGI:1913420","Chchd5","C57BL","Early adult","IMPC_CSD_007_001","0.7413355","Coat - color - abdomen"
"9fz36y4l70h0ghx","MGI:1922387","Rprd2","C57BL","E12.5","IMPC_ACS_037_001","0.9900001","% Pre-pulse inhibition - Global"
"9g50lr6b33i584x","MGI:1920484","Snorc","C57BL","Early adult","IMPC_XRY_055_001","0.8740213","Shape of spine"
"9g5y68h2ey0e60x","MGI:1351315","Eloa","C57BL","E9.5","IMPC_ACS_006_001","0.05097651","Response amplitude - S"
"9ghty3e708svydx","MGI:1919163","Tmem79","C57BL","Early adult","IMPC_IMM_014_002","0.8470503","Treg cells - % of live leukocytes (Panel A)"
"9gr0wz2wwvh971x","MGI:2444508","Fitm2","C57BL","E12.5","IMPC_ECG_028_001","0.1864939","QT"
"9h888fi43j6309x","MGI:2684896","Maneal","C57BL","Early adult","IMPC_CBC_018_001","0.3817796","Glucose"
"9i1zfm9c3uu72gx","MGI:97565","Pgm1","C57BL","E12.5","MGP_CSD_008_001","0.4856231","Startle response"
"9i6x5zo9fru85qx","MGI:95777","Gnas","129SV","Early adult","MGP_CSD_026_001","0.1659557","Ventral coat/hair colour"
"9i72556q921n2wx","MGI:97383","Ntrk1","C57BL","Early adult","IMPC_ACS_034_001","0.8811393","% Pre-pulse inhibition - PPI2"
