disease_id	disease_term	gene_accession_id	phenodigm_score
OMIM:145750	Hypertriglyceridemia 1	MGI:104511	49.33
OMIM:223370	Dubowitz Syndrome	MGI:104511	3.56
OMIM:203800	Alstrom Syndrome	MGI:104511	9.39
OMIM:205400	Tangier Disease	MGI:104511	24.67
OMIM:264800	Pseudoxanthoma Elasticum	MGI:104511	13.79
OMIM:277700	Werner Syndrome	MGI:104511	12.53
OMIM:604809	Panbronchiolitis, Diffuse	MGI:104511	23.94
OMIM:210250	Sitosterolemia 1	MGI:104511	25.16
OMIM:619324	Hypertriglyceridemia 2	MGI:104511	54.41
OMIM:618666	Sitosterolemia 2	MGI:104511	72.36
ORPHA:1457	Aorta Coarctation	MGI:104511	29.28
ORPHA:191	Cockayne Syndrome	MGI:104511	4.34
ORPHA:333	Farber Disease	MGI:104511	5.07
ORPHA:650	Lcat Deficiency	MGI:104511	35.42
ORPHA:2067	Gapo Syndrome	MGI:104511	5.86
ORPHA:2069	Gastrocutaneous Syndrome	MGI:104511	14.41
ORPHA:758	Pseudoxanthoma Elasticum	MGI:104511	10.84
ORPHA:79324	Alg12-Cdg	MGI:104511	4.9
ORPHA:31150	Tangier Disease	MGI:104511	27.32
ORPHA:90041	Gaisböck Syndrome	MGI:104511	19.52
ORPHA:902	Werner Syndrome	MGI:104511	6.04
ORPHA:439232	Aapoaiv Amyloidosis	MGI:104511	12.59
ORPHA:36913	Autoimmune Hypoparathyroidism	MGI:104511	14.43
ORPHA:909	Cerebrotendinous Xanthomatosis	MGI:104511	4.59
OMIM:245900	Lecithin:Cholesterol Acyltransferase Deficiency	MGI:104511	35.33
OMIM:246700	Chylomicron Retention Disease	MGI:104511	30.91
OMIM:143890	Hypercholesterolemia, Familial, 1	MGI:104511	45.77
OMIM:144010	Hypercholesterolemia, Familial, 2	MGI:104511	57.55
OMIM:238600	Hyperlipoproteinemia, Type I	MGI:104511	35.69
OMIM:242900	Schimke Immunoosseous Dysplasia	MGI:104511	6.16
OMIM:244450	Kaufman Oculocerebrofacial Syndrome	MGI:104511	6.47
OMIM:208060	Arteriosclerosis, Severe Juvenile	MGI:104511	21.8
OMIM:603813	Hypercholesterolemia, Familial, 4	MGI:104511	71.39
OMIM:604091	Hypoalphalipoproteinemia, Primary, 1	MGI:104511	69.05
ORPHA:229	Familial Aortic Dissection	MGI:104511	44.15
OMIM:610883	Potocki-Lupski Syndrome	MGI:104511	6.09
OMIM:614338	Pancreatic Lipase Deficiency	MGI:104511	45.12
OMIM:615558	Hypobetalipoproteinemia, Familial, 1	MGI:104511	27.19
OMIM:615947	Hyperlipoproteinemia, Type Id	MGI:104511	36.53
OMIM:618156	Squalene Synthase Deficiency	MGI:104511	10.95
OMIM:618463	Hypoalphalipoproteinemia, Primary, 2	MGI:104511	47.49
ORPHA:2047	Flynn-Aird Syndrome	MGI:104511	9.28
ORPHA:536	Systemic Lupus Erythematosus	MGI:104511	0
ORPHA:391665	Homozygous Familial Hypercholesterolemia	MGI:104511	39.37
ORPHA:2073	Narcolepsy Type 1	MGI:104511	0
ORPHA:79474	Atypical Werner Syndrome	MGI:104511	7.71
ORPHA:785	Estrogen Resistance Syndrome	MGI:104511	9.21
ORPHA:79292	Fish-Eye Disease	MGI:104511	33.7
ORPHA:435638	3P25.3 Microdeletion Syndrome	MGI:104511	5.66
ORPHA:71	Chylomicron Retention Disease	MGI:104511	12.97
ORPHA:90363	Secondary Intestinal Lymphangiectasia	MGI:104511	9.39
OMIM:230650	Gm1-Gangliosidosis, Type Iii	MGI:104511	12.7
OMIM:266510	Peroxisome Biogenesis Disorder 3B	MGI:104511	13.98
OMIM:278000	Cholesteryl Ester Storage Disease	MGI:104511	17.54
OMIM:176670	Hutchinson-Gilford Progeria Syndrome	MGI:104511	22.54
OMIM:177850	Pseudoxanthoma Elasticum, Forme Fruste	MGI:104511	18.16
OMIM:269600	Sea-Blue Histiocyte Disease	MGI:104511	22.63
OMIM:270400	Smith-Lemli-Opitz Syndrome	MGI:104511	4.66
ORPHA:264675	Hereditary Pulmonary Alveolar Proteinosis	MGI:104511	22.58
ORPHA:275761	Lysosomal Acid Lipase Deficiency	MGI:104511	15.98
OMIM:612356	Heparin Cofactor Ii Deficiency	MGI:104511	63.41
OMIM:614008	Nestor-Guillermo Progeria Syndrome	MGI:104511	6.15
ORPHA:1830	Schimke Immuno-Osseous Dysplasia	MGI:104511	9.55
OMIM:619802	Immunodeficiency 97 With Autoinflammation	MGI:104511	9.73
ORPHA:565612	Primary Triglyceride Deposit Cardiomyovasculopathy	MGI:104511	19.18
ORPHA:494424	Extracranial Carotid Artery Aneurysm	MGI:104511	31.04
ORPHA:231160	Familial Cerebral Saccular Aneurysm	MGI:104511	36.96
ORPHA:93598	Primary Hyperoxaluria Type 1	MGI:104511	21.03
ORPHA:95427	Secondary Short Bowel Syndrome	MGI:104511	12.99
ORPHA:740	Hutchinson-Gilford Progeria Syndrome	MGI:104511	5
ORPHA:747	Autoimmune Pulmonary Alveolar Proteinosis	MGI:104511	17.16
ORPHA:75234	Cholesteryl Ester Storage Disease	MGI:104511	28.96
ORPHA:90324	Cockayne Syndrome Type 3	MGI:104511	6.06
ORPHA:425	Apolipoprotein A-I Deficiency	MGI:104511	45.62
OMIM:144300	Hyperlipoproteinemia, Type Ii, And Deafness	MGI:104511	59.52
OMIM:151660	Lipodystrophy, Familial Partial, Type 2	MGI:104511	18.14
OMIM:132900	Aortic Aneurysm, Familial Thoracic 4	MGI:104511	47.03
OMIM:257200	Niemann-Pick Disease, Type A	MGI:104511	11.08
OMIM:257220	Niemann-Pick Disease, Type C1	MGI:104511	17.61
ORPHA:220295	Xeroderma Pigmentosum-Cockayne Syndrome Complex	MGI:104511	8.42
ORPHA:2724	Odontomatosis-Aortae Esophagus Stenosis Syndrome	MGI:104511	28.87
OMIM:607616	Niemann-Pick Disease, Type B	MGI:104511	28.05
OMIM:607625	Niemann-Pick Disease, Type C2	MGI:104511	14.45
OMIM:608600	Lipodystrophy, Familial Partial, Type 1	MGI:104511	22.4
OMIM:611788	Aortic Aneurysm, Familial Thoracic 6	MGI:104511	51.48
OMIM:615703	Morbid Obesity And Spermatogenic Failure	MGI:104511	31.5
OMIM:617168	Aortic Aneurysm, Familial Thoracic 10	MGI:104511	27.98
OMIM:616833	Paget Disease Of Bone 6	MGI:104511	20.9
OMIM:616000	Analbuminemia	MGI:104511	25.24
OMIM:618620	Abdominal Obesity-Metabolic Syndrome 4	MGI:104511	48.57
ORPHA:646	Niemann-Pick Disease Type C	MGI:104511	5.05
ORPHA:2348	Familial Partial Lipodystrophy, Dunnigan Type	MGI:104511	13.53
ORPHA:79506	Cholesterol-Ester Transfer Protein Deficiency	MGI:104511	55.41
ORPHA:77293	Chronic Visceral Acid Sphingomyelinase Deficiency	MGI:104511	15.85
ORPHA:79083	Pparg-Related Familial Partial Lipodystrophy	MGI:104511	15.56
ORPHA:79084	Familial Partial Lipodystrophy, Köbberling Type	MGI:104511	14.23
ORPHA:412	Dysbetalipoproteinemia	MGI:104511	15.87
ORPHA:363618	Lmna-Related Cardiocutaneous Progeria Syndrome	MGI:104511	22.34
OMIM:249310	Neuhauser Syndrome	MGI:104511	5.33
OMIM:300972	Immunodeficiency 47	MGI:104511	5.76
ORPHA:263501	Cog4-Cdg	MGI:104511	7.71
OMIM:210250	Sitosterolemia 1	MGI:104511	16.23
OMIM:212065	Congenital Disorder Of Glycosylation, Type Ia	MGI:104511	6.39
OMIM:619324	Hypertriglyceridemia 2	MGI:104511	79.37
ORPHA:280365	Autosomal Semi-Dominant Severe Lipodystrophic Laminopathy	MGI:104511	14.82
OMIM:607765	Bile Acid Synthesis Defect, Congenital, 1	MGI:104511	14.77
OMIM:608320	Coronary Artery Disease, Autosomal Dominant, 1	MGI:104511	45.11
OMIM:608776	Congenital Disorder Of Glycosylation, Type Il	MGI:104511	6.31
OMIM:610947	Coronary Artery Disease, Autosomal Dominant 2	MGI:104511	30.49
OMIM:616834	Microcephaly, Congenital Cataract, And Psoriasiform Dermatitis	MGI:104511	29.64
OMIM:616222	Temple Syndrome	MGI:104511	8.61
OMIM:618666	Sitosterolemia 2	MGI:104511	53.81
ORPHA:1192	Atherosclerosis-Deafness-Diabetes-Epilepsy-Nephropathy Syndrome	MGI:104511	16.56
OMIM:620058	Familial Apolipoprotein Gene Cluster Deletion Syndrome	MGI:104511	72.39
ORPHA:633	Laron Syndrome	MGI:104511	9.16
ORPHA:2457	Mandibuloacral Dysplasia	MGI:104511	10.1
ORPHA:96180	Maternal Uniparental Disomy Of Chromosome 4	MGI:104511	10.85
ORPHA:79237	Galactokinase Deficiency	MGI:104511	13.9
ORPHA:86816	Congenital Analbuminemia	MGI:104511	20.67
ORPHA:90041	Gaisböck Syndrome	MGI:104511	11.68
OMIM:144010	Hypercholesterolemia, Familial, 2	MGI:104511	43.26
OMIM:238600	Hyperlipoproteinemia, Type I	MGI:104511	27.14
OMIM:118450	Alagille Syndrome 1	MGI:104511	4.93
OMIM:182290	Smith-Magenis Syndrome	MGI:104511	4.78
OMIM:309000	Lowe Oculocerebrorenal Syndrome	MGI:104511	6.53
OMIM:602247	Xanthomatosis, Susceptibility To	MGI:104511	72.9
OMIM:176270	Prader-Willi Syndrome	MGI:104511	4.49
OMIM:603776	Hypercholesterolemia, Familial, 3	MGI:104511	45.24
OMIM:603813	Hypercholesterolemia, Familial, 4	MGI:104511	53.69
ORPHA:273	Steinert Myotonic Dystrophy	MGI:104511	2.28
OMIM:614338	Pancreatic Lipase Deficiency	MGI:104511	47.54
OMIM:614025	Hepatic Lipase Deficiency	MGI:104511	44.23
ORPHA:186	Primary Biliary Cholangitis	MGI:104511	9.84
ORPHA:1979	Lipodystrophy Due To Peptidic Growth Factors Deficiency	MGI:104511	15.43
ORPHA:199354	Cerebral Autosomal Recessive Arteriopathy-Subcortical Infarcts-Leukoencephalopathy	MGI:104511	12.29
ORPHA:140905	Hyperlipidemia Due To Hepatic Triacylglycerol Lipase Deficiency	MGI:104511	51.94
ORPHA:470	Lysinuric Protein Intolerance	MGI:104511	10.78
ORPHA:528	Congenital Generalized Lipodystrophy	MGI:104511	9.17
ORPHA:391665	Homozygous Familial Hypercholesterolemia	MGI:104511	10.07
ORPHA:401923	9Q31.1Q31.3 Microdeletion Syndrome	MGI:104511	10.14
ORPHA:209902	Hypercholesterolemia Due To Cholesterol 7Alpha-Hydroxylase Deficiency	MGI:104511	37.19
ORPHA:247585	Citrullinemia Type Ii	MGI:104511	14.47
ORPHA:230839	Classical-Like Ehlers-Danlos Syndrome Type 1	MGI:104511	14.23
ORPHA:819	Smith-Magenis Syndrome	MGI:104511	3.64
ORPHA:91387	Familial Thoracic Aortic Aneurysm And Aortic Dissection	MGI:104511	26.77
OMIM:232700	Glycogen Storage Disease Vi	MGI:104511	33
OMIM:144250	Hyperlipidemia, Familial Combined, 3	MGI:104511	56.84
OMIM:207750	Apolipoprotein C-Ii Deficiency	MGI:104511	38.26
OMIM:306000	Glycogen Storage Disease Ixa1	MGI:104511	25.58
OMIM:301033	Hypothyroidism, Congenital, Nongoitrous, 8	MGI:104511	22.12
OMIM:256300	Nephrotic Syndrome, Type 1	MGI:104511	15
OMIM:278000	Cholesteryl Ester Storage Disease	MGI:104511	11.67
OMIM:619471	Bardet-Biedl Syndrome 20	MGI:104511	9.08
ORPHA:275761	Lysosomal Acid Lipase Deficiency	MGI:104511	8.42
OMIM:610539	Gaucher Disease, Atypical, Due To Saposin C Deficiency	MGI:104511	10.41
OMIM:616730	Nephrotic Syndrome, Type 11	MGI:104511	11.24
OMIM:616267	Ataxia-Oculomotor Apraxia 4	MGI:104511	20.5
OMIM:618348	Galloway-Mowat Syndrome 7	MGI:104511	7.26
OMIM:620211	Hyperinsulinemic Hypoglycemia, Familial, 8	MGI:104511	21.74
ORPHA:488650	Distal Myopathy, Tateyama Type	MGI:104511	17.07
ORPHA:534	Oculocerebrorenal Syndrome Of Lowe	MGI:104511	3.92
ORPHA:2479	Megalocornea-Intellectual Disability Syndrome	MGI:104511	5.85
ORPHA:75234	Cholesteryl Ester Storage Disease	MGI:104511	19.02
ORPHA:77296	Morgagni-Stewart-Morel Syndrome	MGI:104511	11.8
ORPHA:90065	Acquired Aneurysmal Subarachnoid Hemorrhage	MGI:104511	6.51
ORPHA:69663	Low Phospholipid-Associated Cholelithiasis	MGI:104511	9.4
OMIM:144300	Hyperlipoproteinemia, Type Ii, And Deafness	MGI:104511	45.01
OMIM:151660	Lipodystrophy, Familial Partial, Type 2	MGI:104511	10.91
OMIM:277460	Ataxia With Vitamin E Deficiency	MGI:104511	19.89
OMIM:605814	Citrullinemia, Type Ii, Neonatal-Onset	MGI:104511	30.88
OMIM:606721	Lipodystrophy, Familial Partial, Type 7	MGI:104511	5.24
ORPHA:280679	Moyamoya Angiopathy-Short Stature-Facial Dysmorphism-Hypergonadotropic Hypogonadism Syndrome	MGI:104511	14.78
OMIM:612526	Lipodystrophy, Congenital Generalized, Type 3	MGI:104511	18.16
OMIM:610842	Pseudoxanthoma Elasticum-Like Disorder With Multiple Coagulation Factor Deficiency	MGI:104511	19.18
OMIM:615703	Morbid Obesity And Spermatogenic Failure	MGI:104511	24.02
OMIM:615812	Abdominal Obesity-Metabolic Syndrome 3	MGI:104511	26.69
OMIM:618810	Pontocerebellar Hypoplasia, Hypotonia, And Respiratory Insufficiency Syndrome, Neonatal Lethal	MGI:104511	8.73
OMIM:619662	Cholestasis, Progressive Familial Intrahepatic, 8	MGI:104511	15.38
OMIM:619855	Thyroid Hormone Metabolism, Abnormal, 2	MGI:104511	55.99
OMIM:619868	Cholestasis, Progressive Familial Intrahepatic, 10	MGI:104511	23.87
ORPHA:567548	Idiopathic Steroid-Resistant Nephrotic Syndrome	MGI:104511	15.87
ORPHA:79506	Cholesterol-Ester Transfer Protein Deficiency	MGI:104511	72.35
ORPHA:363618	Lmna-Related Cardiocutaneous Progeria Syndrome	MGI:104511	9.06
ORPHA:90674	Isolated Thyroid-Stimulating Hormone Deficiency	MGI:104511	8.56
OMIM:248370	Mandibuloacral Dysplasia With Type A Lipodystrophy	MGI:104511	7.46
OMIM:608320	Coronary Artery Disease, Autosomal Dominant, 1	MGI:104511	28.58
OMIM:616828	Congenital Disorder Of Glycosylation, Type Iio	MGI:104511	15.78
OMIM:616829	Congenital Disorder Of Glycosylation, Type Iip	MGI:104511	19.97
OMIM:615863	Diarrhea 7, Protein-Losing Enteropathy Type	MGI:104511	31.7
OMIM:620454	Congenital Disorder Of Glycosylation, Type Iiaa	MGI:104511	10.87
OMIM:619534	Biliary, Renal, Neurologic, And Skeletal Syndrome	MGI:104511	4.2
OMIM:300845	Moyamoya Disease 4 With Short Stature, Hypergonadotropic Hypogonadism, And Facial Dysmorphism	MGI:104511	12.71
ORPHA:64753	Spinocerebellar Ataxia With Axonal Neuropathy Type 2	MGI:104511	15.88
ORPHA:209902	Hypercholesterolemia Due To Cholesterol 7Alpha-Hydroxylase Deficiency	MGI:104511	18.37
ORPHA:247598	Neonatal Intrahepatic Cholestasis Due To Citrin Deficiency	MGI:104511	24.97
ORPHA:254531	Temple Syndrome Due To Paternal 14Q32.2 Hypomethylation	MGI:104511	10.68
ORPHA:94124	Spinocerebellar Ataxia With Axonal Neuropathy Type 1	MGI:104511	17.4
ORPHA:91135	Body Skin Hyperlaxity Due To Vitamin K-Dependent Coagulation Factor Deficiency	MGI:104511	33.47
OMIM:208920	Ataxia, Early-Onset, With Oculomotor Apraxia And Hypoalbuminemia	MGI:104511	10.53
OMIM:209010	Atherosclerosis, Premature, With Deafness, Nephropathy, Diabetes Mellitus, Photomyoclonus, And Degenerative Neurologic Disease	MGI:104511	33.14
OMIM:607250	Spinocerebellar Ataxia, Autosomal Recessive, With Axonal Neuropathy 1	MGI:104511	17.3
ORPHA:264580	Glycogen Storage Disease Due To Liver Phosphorylase Kinase Deficiency	MGI:104511	7.14
ORPHA:96184	Temple Syndrome Due To Maternal Uniparental Disomy Of Chromosome 14	MGI:104511	7.31
ORPHA:79240	Glycogen Storage Disease Due To Liver And Muscle Phosphorylase Kinase Deficiency	MGI:104511	7.85
ORPHA:79259	Glycogen Storage Disease Due To Glucose-6-Phosphatase Deficiency Type Ib	MGI:104511	7.13
OMIM:610644	Palmoplantar Hyperkeratosis With Squamous Cell Carcinoma Of Skin And 46, Xx Sex Reversal	MGI:104511	14.7
